"","Person","Age","Gender","Group","Questions","Percentage"
"664",14,32,"female","2","Question_11",0.802
"665",15,22,"female","1","Question_11",0.646
"666",16,38,"female","2","Question_11",0.497
"667",17,25,"female","1","Question_11",0.59
"668",18,33,"female","2","Question_11",0.535
"669",19,22,"female","1","Question_11",0.446
"670",20,23,"male","2","Question_11",0.687
"671",21,32,"female","1","Question_11",0.674
"672",22,33,"female","2","Question_11",0.573
"673",23,31,"male","1","Question_11",0.706
"674",24,23,"female","2","Question_11",0.573
"675",25,20,"male","1","Question_11",0.58
"676",26,25,"female","2","Question_11",0.727
"677",27,20,"male","1","Question_11",0.647
"678",28,26,"male","2","Question_11",0.564
"679",29,18,"female","1","Question_11",0.603
"680",30,19,"female","2","Question_11",0.699
"681",31,18,"female","1","Question_11",0.773
"682",32,22,"female","2","Question_11",0.725
"683",33,24,"female","1","Question_11",0.638
"684",34,22,"male","2","Question_11",0.639
"685",35,20,"female","1","Question_11",0.537
"686",36,18,"female","2","Question_11",0.506
"687",37,27,"female","1","Question_11",0.473
"688",38,19,"female","2","Question_11",0.544
"689",39,20,"female","1","Question_11",0.459
"690",40,19,"female","2","Question_11",0.471
"691",41,18,"female","1","Question_11",0.446
"692",42,19,"female","2","Question_11",0.525
"693",43,20,"female","1","Question_11",0.592
"694",44,18,"female","2","Question_11",0.606
"695",45,18,"male","1","Question_11",0.537
"696",46,24,"female","2","Question_11",0.705
"697",47,18,"female","1","Question_11",0.716
"698",48,18,"female","2","Question_11",0.621
"699",49,22,"female","1","Question_11",0.59
"700",50,22,"female","2","Question_11",0.526
"701",51,20,"female","1","Question_11",0.731
"702",52,22,"male","2","Question_11",0.555
"703",53,18,"female","1","Question_11",0.422
"704",54,18,"female","2","Question_11",0.592
"705",55,18,"female","1","Question_11",0.811
"706",56,18,"female","2","Question_11",0.573
"707",57,18,"female","1","Question_11",0.509
"708",58,18,"female","2","Question_11",0.784
"709",59,18,"female","1","Question_11",0.639
"710",60,18,"female","2","Question_11",0.495
"711",61,21,"male","1","Question_11",0.594
"712",62,19,"male","2","Question_11",0.528
"713",63,18,"female","1","Question_11",0.6
"714",64,18,"female","2","Question_11",0.464
"715",65,18,"female","1","Question_11",0.635
"716",1,24,"female","1","Question_12",1
"717",2,23,"male","2","Question_12",0.964
"718",3,19,"female","1","Question_12",0.879
"719",4,22,"male","2","Question_12",0.904
"720",5,39,"female","1","Question_12",0.929
"721",6,22,"female","2","Question_12",0.982
"722",7,22,"male","1","Question_12",0.946
"723",8,36,"female","2","Question_12",0.911
"724",9,29,"male","1","Question_12",0.868
"725",10,22,"female","2","Question_12",0.875
"726",11,18,"female","1","Question_12",0.911
"727",12,22,"female","2","Question_12",0.946
"728",13,23,"male","1","Question_12",0.964
"729",14,32,"female","2","Question_12",0.879
"730",15,22,"female","1","Question_12",0.946
"731",16,38,"female","2","Question_12",0.871
"732",17,25,"female","1","Question_12",0.864
"733",18,33,"female","2","Question_12",0.896
"734",19,22,"female","1","Question_12",0.993
"735",20,23,"male","2","Question_12",0.929
"736",21,32,"female","1","Question_12",0.911
"737",22,33,"female","2","Question_12",0.836
"738",23,31,"male","1","Question_12",0.929
"739",24,23,"female","2","Question_12",0.957
"740",25,20,"male","1","Question_12",0.857
"741",26,25,"female","2","Question_12",0.911
"742",27,20,"male","1","Question_12",0.854
"743",28,26,"male","2","Question_12",0.879
"744",29,18,"female","1","Question_12",0.896
"745",30,19,"female","2","Question_12",0.804
"746",31,18,"female","1","Question_12",0.964
"747",32,22,"female","2","Question_12",0.946
"748",33,24,"female","1","Question_12",0.929
"749",34,22,"male","2","Question_12",0.939
"750",35,20,"female","1","Question_12",0.85
"751",36,18,"female","2","Question_12",0.875
"752",37,27,"female","1","Question_12",0.904
"753",38,19,"female","2","Question_12",0.886
"754",39,20,"female","1","Question_12",0.957
"755",40,19,"female","2","Question_12",0.782
"756",41,18,"female","1","Question_12",0.886
"757",42,19,"female","2","Question_12",0.964
"758",43,20,"female","1","Question_12",0.964
"759",44,18,"female","2","Question_12",0.957
"760",45,18,"male","1","Question_12",0.929
"761",46,24,"female","2","Question_12",0.871
"762",47,18,"female","1","Question_12",0.621
"763",48,18,"female","2","Question_12",0.879
"764",49,22,"female","1","Question_12",0.964
"765",50,22,"female","2","Question_12",0.929
"766",51,20,"female","1","Question_12",0.982
"767",52,22,"male","2","Question_12",0.846
"768",53,18,"female","1","Question_12",0.921
"769",54,18,"female","2","Question_12",0.861
"770",55,18,"female","1","Question_12",0.964
"771",56,18,"female","2","Question_12",0.911
"772",57,18,"female","1","Question_12",0.854
"773",58,18,"female","2","Question_12",0.754
"774",59,18,"female","1","Question_12",0.964
"775",60,18,"female","2","Question_12",0.896
"776",61,21,"male","1","Question_12",0.964
"777",62,19,"male","2","Question_12",0.964
"778",63,18,"female","1","Question_12",0.921
"779",64,18,"female","2","Question_12",0.818
"780",65,18,"female","1","Question_12",0.889
"781",1,24,"female","1","Question_13",0.892
"782",2,23,"male","2","Question_13",0.887
"783",3,19,"female","1","Question_13",0.816
"784",4,22,"male","2","Question_13",0.826
"785",5,39,"female","1","Question_13",0.675
"786",6,22,"female","2","Question_13",0.877
"787",7,22,"male","1","Question_13",0.852
"788",8,36,"female","2","Question_13",0.821
"789",9,29,"male","1","Question_13",0.897
"790",10,22,"female","2","Question_13",0.884
"791",11,18,"female","1","Question_13",0.912
"792",12,22,"female","2","Question_13",0.813
"793",13,23,"male","1","Question_13",0.849
"794",14,32,"female","2","Question_13",0.689
"795",15,22,"female","1","Question_13",0.917
"796",16,38,"female","2","Question_13",0.842
"797",17,25,"female","1","Question_13",0.733
"798",18,33,"female","2","Question_13",0.786
"799",19,22,"female","1","Question_13",0.967
"800",20,23,"male","2","Question_13",0.714
"801",21,32,"female","1","Question_13",0.835
"802",22,33,"female","2","Question_13",0.685
"803",23,31,"male","1","Question_13",0.939
"804",24,23,"female","2","Question_13",0.86
"805",25,20,"male","1","Question_13",0.871
"806",26,25,"female","2","Question_13",0.969
"807",27,20,"male","1","Question_13",0.849
"808",28,26,"male","2","Question_13",0.792
"809",29,18,"female","1","Question_13",0.917
"810",30,19,"female","2","Question_13",0.828
"811",31,18,"female","1","Question_13",0.942
"812",32,22,"female","2","Question_13",0.892
"813",33,24,"female","1","Question_13",0.867
"814",34,22,"male","2","Question_13",0.711
"815",35,20,"female","1","Question_13",0.967
"816",36,18,"female","2","Question_13",0.705
"817",37,27,"female","1","Question_13",0.793
"818",38,19,"female","2","Question_13",0.874
"819",39,20,"female","1","Question_13",0.914
"820",40,19,"female","2","Question_13",0.746
"821",41,18,"female","1","Question_13",0.885
"822",42,19,"female","2","Question_13",0.854
"823",43,20,"female","1","Question_13",0.79
"824",44,18,"female","2","Question_13",0.926
"825",45,18,"male","1","Question_13",0.784
"826",46,24,"female","2","Question_13",0.816
"827",47,18,"female","1","Question_13",0.591
"828",48,18,"female","2","Question_13",0.827
"829",49,22,"female","1","Question_13",0.942
"830",50,22,"female","2","Question_13",0.842
"831",51,20,"female","1","Question_13",0.925
"832",52,22,"male","2","Question_13",0.728
"833",53,18,"female","1","Question_13",0.885
"834",54,18,"female","2","Question_13",0.854
"835",55,18,"female","1","Question_13",0.919
"836",56,18,"female","2","Question_13",0.836
"837",57,18,"female","1","Question_13",0.717
"838",58,18,"female","2","Question_13",0.53
"839",59,18,"female","1","Question_13",0.895
"840",60,18,"female","2","Question_13",0.926
"841",61,21,"male","1","Question_13",0.894
"842",62,19,"male","2","Question_13",0.833
"843",63,18,"female","1","Question_13",0.878
"844",64,18,"female","2","Question_13",0.728
"845",65,18,"female","1","Question_13",0.763
"846",1,24,"female","1","Question_14",0.881
"847",2,23,"male","2","Question_14",0.82
"848",3,19,"female","1","Question_14",0.79
"849",4,22,"male","2","Question_14",0.818
"850",5,39,"female","1","Question_14",0.75
"851",6,22,"female","2","Question_14",0.882
"852",7,22,"male","1","Question_14",0.699
"853",8,36,"female","2","Question_14",0.705
"854",9,29,"male","1","Question_14",0.78
"855",10,22,"female","2","Question_14",0.741
"856",11,18,"female","1","Question_14",0.799
"857",12,22,"female","2","Question_14",0.794
"858",13,23,"male","1","Question_14",0.888
"859",14,32,"female","2","Question_14",0.837
"860",15,22,"female","1","Question_14",0.833
"861",16,38,"female","2","Question_14",0.868
"862",17,25,"female","1","Question_14",0.661
"863",18,33,"female","2","Question_14",0.698
"864",19,22,"female","1","Question_14",0.811
"865",20,23,"male","2","Question_14",0.918
"866",21,32,"female","1","Question_14",0.718
"867",22,33,"female","2","Question_14",0.829
"868",23,31,"male","1","Question_14",0.798
"869",24,23,"female","2","Question_14",0.789
"870",25,20,"male","1","Question_14",0.801
"871",26,25,"female","2","Question_14",0.894
"872",27,20,"male","1","Question_14",0.814
"873",28,26,"male","2","Question_14",0.817
"874",29,18,"female","1","Question_14",0.784
"875",30,19,"female","2","Question_14",0.513
"876",31,18,"female","1","Question_14",0.892
"877",32,22,"female","2","Question_14",0.713
"878",33,24,"female","1","Question_14",0.693
"879",34,22,"male","2","Question_14",0.762
"880",35,20,"female","1","Question_14",0.711
"881",36,18,"female","2","Question_14",0.69
"882",37,27,"female","1","Question_14",0.678
"883",38,19,"female","2","Question_14",0.653
"884",39,20,"female","1","Question_14",0.747
"885",40,19,"female","2","Question_14",0.569
"886",41,18,"female","1","Question_14",0.676
"887",42,19,"female","2","Question_14",0.828
"888",43,20,"female","1","Question_14",0.77
"889",44,18,"female","2","Question_14",0.883
"890",45,18,"male","1","Question_14",0.653
"891",46,24,"female","2","Question_14",0.785
"892",47,18,"female","1","Question_14",0.72
"893",48,18,"female","2","Question_14",0.812
"894",49,22,"female","1","Question_14",0.788
"895",50,22,"female","2","Question_14",0.712
"896",51,20,"female","1","Question_14",0.835
"897",52,22,"male","2","Question_14",0.74
"898",53,18,"female","1","Question_14",0.756
"899",54,18,"female","2","Question_14",0.726
"900",55,18,"female","1","Question_14",0.899
"901",56,18,"female","2","Question_14",0.833
"902",57,18,"female","1","Question_14",0.651
"903",58,18,"female","2","Question_14",0.796
"904",59,18,"female","1","Question_14",0.84
"905",60,18,"female","2","Question_14",0.783
"906",61,21,"male","1","Question_14",0.826
"907",62,19,"male","2","Question_14",0.79
"908",63,18,"female","1","Question_14",0.896
"909",64,18,"female","2","Question_14",0.795
"910",65,18,"female","1","Question_14",0.817
"911",1,24,"female","1","Question_15",0.802
"912",2,23,"male","2","Question_15",0.778
"913",3,19,"female","1","Question_15",0.592
"914",4,22,"male","2","Question_15",0.862
"915",5,39,"female","1","Question_15",0.604
"916",6,22,"female","2","Question_15",0.762
"917",7,22,"male","1","Question_15",0.721
"918",8,36,"female","2","Question_15",0.591
"919",9,29,"male","1","Question_15",0.78
"920",10,22,"female","2","Question_15",0.799
"921",11,18,"female","1","Question_15",0.56
"922",12,22,"female","2","Question_15",0.803
"923",13,23,"male","1","Question_15",0.728
"924",14,32,"female","2","Question_15",0.906
"925",15,22,"female","1","Question_15",0.722
"926",16,38,"female","2","Question_15",0.697
"927",17,25,"female","1","Question_15",0.655
"928",18,33,"female","2","Question_15",0.572
"929",19,22,"female","1","Question_15",0.523
"930",20,23,"male","2","Question_15",0.726
"931",21,32,"female","1","Question_15",0.645
"932",22,33,"female","2","Question_15",0.631
"933",23,31,"male","1","Question_15",0.797
"934",24,23,"female","2","Question_15",0.692
"935",25,20,"male","1","Question_15",0.664
"936",26,25,"female","2","Question_15",0.832
"937",27,20,"male","1","Question_15",0.727
"938",28,26,"male","2","Question_15",0.67
"939",29,18,"female","1","Question_15",0.596
"940",30,19,"female","2","Question_15",0.549
"941",31,18,"female","1","Question_15",0.819
"942",32,22,"female","2","Question_15",0.822
"943",33,24,"female","1","Question_15",0.696
"944",34,22,"male","2","Question_15",0.666
"945",35,20,"female","1","Question_15",0.56
"946",36,18,"female","2","Question_15",0.639
"947",37,27,"female","1","Question_15",0.685
"948",38,19,"female","2","Question_15",0.599
"949",39,20,"female","1","Question_15",0.51
"950",40,19,"female","2","Question_15",0.521
"951",41,18,"female","1","Question_15",0.552
"952",42,19,"female","2","Question_15",0.633
"953",43,20,"female","1","Question_15",0.644
"954",44,18,"female","2","Question_15",0.72
"955",45,18,"male","1","Question_15",0.64
"956",46,24,"female","2","Question_15",0.843
"957",47,18,"female","1","Question_15",0.802
"958",48,18,"female","2","Question_15",0.599
"959",49,22,"female","1","Question_15",0.638
"960",50,22,"female","2","Question_15",0.475
"961",51,20,"female","1","Question_15",0.915
"962",52,22,"male","2","Question_15",0.649
"963",53,18,"female","1","Question_15",0.491
"964",54,18,"female","2","Question_15",0.657
"965",55,18,"female","1","Question_15",0.852
"966",56,18,"female","2","Question_15",0.661
"967",57,18,"female","1","Question_15",0.58
"968",58,18,"female","2","Question_15",0.809
"969",59,18,"female","1","Question_15",0.694
"970",60,18,"female","2","Question_15",0.564
"971",61,21,"male","1","Question_15",0.685
"972",62,19,"male","2","Question_15",0.668
"973",63,18,"female","1","Question_15",0.593
"974",64,18,"female","2","Question_15",0.628
"975",65,18,"female","1","Question_15",0.766
"976",1,24,"female","1","Question_16",0.854
"977",2,23,"male","2","Question_16",0.907
"978",3,19,"female","1","Question_16",0.868
"979",4,22,"male","2","Question_16",0.784
"980",5,39,"female","1","Question_16",0.658
"981",6,22,"female","2","Question_16",0.917
"982",7,22,"male","1","Question_16",0.806
"983",8,36,"female","2","Question_16",0.669
"984",9,29,"male","1","Question_16",0.844
"985",10,22,"female","2","Question_16",0.711
"986",11,18,"female","1","Question_16",0.878
"987",12,22,"female","2","Question_16",0.885
"988",13,23,"male","1","Question_16",0.864
"989",14,32,"female","2","Question_16",0.59
"990",15,22,"female","1","Question_16",0.844
"991",16,38,"female","2","Question_16",0.914
"992",17,25,"female","1","Question_16",0.842
"993",18,33,"female","2","Question_16",0.81
"994",19,22,"female","1","Question_16",0.695
"995",20,23,"male","2","Question_16",0.895
"996",21,32,"female","1","Question_16",0.805
"997",22,33,"female","2","Question_16",0.853
"998",23,31,"male","1","Question_16",0.86
"999",24,23,"female","2","Question_16",0.823
"1000",25,20,"male","1","Question_16",0.843
"1001",26,25,"female","2","Question_16",0.937
"1002",27,20,"male","1","Question_16",0.894
"1003",28,26,"male","2","Question_16",0.825
"1004",29,18,"female","1","Question_16",0.895
"1005",30,19,"female","2","Question_16",0.565
"1006",31,18,"female","1","Question_16",0.93
"1007",32,22,"female","2","Question_16",0.68
"1008",33,24,"female","1","Question_16",0.901
"1009",34,22,"male","2","Question_16",0.886
"1010",35,20,"female","1","Question_16",0.752
"1011",36,18,"female","2","Question_16",0.813
"1012",37,27,"female","1","Question_16",0.886
"1013",38,19,"female","2","Question_16",0.825
"1014",39,20,"female","1","Question_16",0.631
"1015",40,19,"female","2","Question_16",0.587
"1016",41,18,"female","1","Question_16",0.765
"1017",42,19,"female","2","Question_16",0.788
"1018",43,20,"female","1","Question_16",0.936
"1019",44,18,"female","2","Question_16",0.834
"1020",45,18,"male","1","Question_16",0.808
"1021",46,24,"female","2","Question_16",0.888
"1022",47,18,"female","1","Question_16",0.781
"1023",48,18,"female","2","Question_16",0.856
"1024",49,22,"female","1","Question_16",0.789
"1025",50,22,"female","2","Question_16",0.788
"1026",51,20,"female","1","Question_16",0.88
"1027",52,22,"male","2","Question_16",0.752
"1028",53,18,"female","1","Question_16",0.716
"1029",54,18,"female","2","Question_16",0.826
"1030",55,18,"female","1","Question_16",0.981
"1031",56,18,"female","2","Question_16",0.77
"1032",57,18,"female","1","Question_16",0.775
"1033",58,18,"female","2","Question_16",0.734
"1034",59,18,"female","1","Question_16",0.827
"1035",60,18,"female","2","Question_16",0.811
"1036",61,21,"male","1","Question_16",0.744
"1037",62,19,"male","2","Question_16",0.871
"1038",63,18,"female","1","Question_16",0.912
"1039",64,18,"female","2","Question_16",0.703
"1040",65,18,"female","1","Question_16",0.77
"1041",1,24,"female","1","Question_17",1
"1042",2,23,"male","2","Question_17",0.899
"1043",3,19,"female","1","Question_17",0.662
"1044",4,22,"male","2","Question_17",0.753
"1045",5,39,"female","1","Question_17",0.899
"1046",6,22,"female","2","Question_17",0.955
"1047",7,22,"male","1","Question_17",0.864
"1048",8,36,"female","2","Question_17",0.854
"1049",9,29,"male","1","Question_17",0.944
"1050",10,22,"female","2","Question_17",0.854
"1051",11,18,"female","1","Question_17",1
"1052",12,22,"female","2","Question_17",0.944
"1053",13,23,"male","1","Question_17",0.899
"1054",14,32,"female","2","Question_17",1
"1055",15,22,"female","1","Question_17",0.899
"1056",16,38,"female","2","Question_17",0.909
"1057",17,25,"female","1","Question_17",0.864
"1058",18,33,"female","2","Question_17",0.955
"1059",19,22,"female","1","Question_17",0.955
"1060",20,23,"male","2","Question_17",0.955
"1061",21,32,"female","1","Question_17",0.909
"1062",22,33,"female","2","Question_17",0.955
"1063",23,31,"male","1","Question_17",0.899
"1064",24,23,"female","2","Question_17",0.854
"1065",25,20,"male","1","Question_17",0.753
"1066",26,25,"female","2","Question_17",0.955
"1067",27,20,"male","1","Question_17",0.753
"1068",28,26,"male","2","Question_17",0.808
"1069",29,18,"female","1","Question_17",0.843
"1070",30,19,"female","2","Question_17",0.899
"1071",31,18,"female","1","Question_17",0.955
"1072",32,22,"female","2","Question_17",0.955
"1073",33,24,"female","1","Question_17",0.899
"1074",34,22,"male","2","Question_17",0.899
"1075",35,20,"female","1","Question_17",0.662
"1076",36,18,"female","2","Question_17",0.697
"1077",37,27,"female","1","Question_17",0.753
"1078",38,19,"female","2","Question_17",0.843
"1079",39,20,"female","1","Question_17",0.808
"1080",40,19,"female","2","Question_17",0.707
"1081",41,18,"female","1","Question_17",0.763
"1082",42,19,"female","2","Question_17",0.909
"1083",43,20,"female","1","Question_17",0.909
"1084",44,18,"female","2","Question_17",0.899
"1085",45,18,"male","1","Question_17",0.899
"1086",46,24,"female","2","Question_17",0.843
"1087",47,18,"female","1","Question_17",0.843
"1088",48,18,"female","2","Question_17",1
"1089",49,22,"female","1","Question_17",1
"1090",50,22,"female","2","Question_17",0.854
"1091",51,20,"female","1","Question_17",1
"1092",52,22,"male","2","Question_17",0.53
"1093",53,18,"female","1","Question_17",0.808
"1094",54,18,"female","2","Question_17",0.687
"1095",55,18,"female","1","Question_17",1
"1096",56,18,"female","2","Question_17",0.843
"1097",57,18,"female","1","Question_17",0.818
"1098",58,18,"female","2","Question_17",0.818
"1099",59,18,"female","1","Question_17",1
"1100",60,18,"female","2","Question_17",0.864
"1101",61,21,"male","1","Question_17",0.854
"1102",62,19,"male","2","Question_17",0.854
"1103",63,18,"female","1","Question_17",1
"1104",64,18,"female","2","Question_17",0.808
"1105",65,18,"female","1","Question_17",0.899
"1106",1,24,"female","1","Question_18",0.962
"1107",2,23,"male","2","Question_18",0.906
"1108",3,19,"female","1","Question_18",0.714
"1109",4,22,"male","2","Question_18",0.889
"1110",5,39,"female","1","Question_18",0.868
"1111",6,22,"female","2","Question_18",0.923
"1112",7,22,"male","1","Question_18",0.868
"1113",8,36,"female","2","Question_18",0.923
"1114",9,29,"male","1","Question_18",0.962
"1115",10,22,"female","2","Question_18",0.885
"1116",11,18,"female","1","Question_18",0.944
"1117",12,22,"female","2","Question_18",0.944
"1118",13,23,"male","1","Question_18",0.906
"1119",14,32,"female","2","Question_18",0.812
"1120",15,22,"female","1","Question_18",0.791
"1121",16,38,"female","2","Question_18",0.923
"1122",17,25,"female","1","Question_18",0.889
"1123",18,33,"female","2","Question_18",0.808
"1124",19,22,"female","1","Question_18",0.752
"1125",20,23,"male","2","Question_18",0.868
"1126",21,32,"female","1","Question_18",0.906
"1127",22,33,"female","2","Question_18",0.846
"1128",23,31,"male","1","Question_18",0.906
"1129",24,23,"female","2","Question_18",0.697
"1130",25,20,"male","1","Question_18",0.718
"1131",26,25,"female","2","Question_18",0.944
"1132",27,20,"male","1","Question_18",0.829
"1133",28,26,"male","2","Question_18",0.795
"1134",29,18,"female","1","Question_18",0.791
"1135",30,19,"female","2","Question_18",0.885
"1136",31,18,"female","1","Question_18",0.906
"1137",32,22,"female","2","Question_18",0.829
"1138",33,24,"female","1","Question_18",0.868
"1139",34,22,"male","2","Question_18",0.829
"1140",35,20,"female","1","Question_18",0.791
"1141",36,18,"female","2","Question_18",0.868
"1142",37,27,"female","1","Question_18",0.829
"1143",38,19,"female","2","Question_18",0.885
"1144",39,20,"female","1","Question_18",0.829
"1145",40,19,"female","2","Question_18",0.658
"1146",41,18,"female","1","Question_18",0.774
"1147",42,19,"female","2","Question_18",0.846
"1148",43,20,"female","1","Question_18",0.944
"1149",44,18,"female","2","Question_18",0.885
"1150",45,18,"male","1","Question_18",0.906
"1151",46,24,"female","2","Question_18",0.829
"1152",47,18,"female","1","Question_18",0.774
"1153",48,18,"female","2","Question_18",0.868
"1154",49,22,"female","1","Question_18",0.962
"1155",50,22,"female","2","Question_18",0.774
"1156",51,20,"female","1","Question_18",0.923
"1157",52,22,"male","2","Question_18",0.812
"1158",53,18,"female","1","Question_18",0.85
"1159",54,18,"female","2","Question_18",0.868
"1160",55,18,"female","1","Question_18",1
"1161",56,18,"female","2","Question_18",0.868
"1162",57,18,"female","1","Question_18",0.889
"1163",58,18,"female","2","Question_18",0.923
"1164",59,18,"female","1","Question_18",0.944
"1165",60,18,"female","2","Question_18",0.962
"1166",61,21,"male","1","Question_18",0.962
"1167",62,19,"male","2","Question_18",0.962
"1168",63,18,"female","1","Question_18",0.923
"1169",64,18,"female","2","Question_18",0.735
"1170",65,18,"female","1","Question_18",0.944
