"","Person","Age","Gender","Group","Questions","Percentage"
"653",3,19,"female","1","Question_12",0.879
"654",4,22,"male","2","Question_12",0.904
"655",5,39,"female","1","Question_12",0.929
"656",6,22,"female","2","Question_12",0.982
"657",7,22,"male","1","Question_12",0.946
"658",8,36,"female","2","Question_12",0.911
"659",9,29,"male","1","Question_12",0.868
"660",10,22,"female","2","Question_12",0.875
"661",11,18,"female","1","Question_12",0.911
"662",12,22,"female","2","Question_12",0.946
"663",13,23,"male","1","Question_12",0.964
"664",14,32,"female","2","Question_12",0.879
"665",15,22,"female","1","Question_12",0.946
"666",16,38,"female","2","Question_12",0.871
"667",17,25,"female","1","Question_12",0.864
"668",18,33,"female","2","Question_12",0.896
"669",19,22,"female","1","Question_12",0.993
"670",20,23,"male","2","Question_12",0.929
"671",21,32,"female","1","Question_12",0.911
"672",22,33,"female","2","Question_12",0.836
"673",23,31,"male","1","Question_12",0.929
"674",24,23,"female","2","Question_12",0.957
"675",25,20,"male","1","Question_12",0.857
"676",26,25,"female","2","Question_12",0.911
"677",27,20,"male","1","Question_12",0.854
"678",28,26,"male","2","Question_12",0.879
"679",29,18,"female","1","Question_12",0.896
"680",30,19,"female","2","Question_12",0.804
"681",31,18,"female","1","Question_12",0.964
"682",32,22,"female","2","Question_12",0.946
"683",33,24,"female","1","Question_12",0.929
"684",34,22,"male","2","Question_12",0.939
"685",35,20,"female","1","Question_12",0.85
"686",36,18,"female","2","Question_12",0.875
"687",37,27,"female","1","Question_12",0.904
"688",38,19,"female","2","Question_12",0.886
"689",39,20,"female","1","Question_12",0.957
"690",40,19,"female","2","Question_12",0.782
"691",41,18,"female","1","Question_12",0.886
"692",42,19,"female","2","Question_12",0.964
"693",43,20,"female","1","Question_12",0.964
"694",44,18,"female","2","Question_12",0.957
"695",45,18,"male","1","Question_12",0.929
"696",46,24,"female","2","Question_12",0.871
"697",47,18,"female","1","Question_12",0.621
"698",48,18,"female","2","Question_12",0.879
"699",49,22,"female","1","Question_12",0.964
"700",50,22,"female","2","Question_12",0.929
"701",51,20,"female","1","Question_12",0.982
"702",52,22,"male","2","Question_12",0.846
"703",53,18,"female","1","Question_12",0.921
"704",54,18,"female","2","Question_12",0.861
"705",55,18,"female","1","Question_12",0.964
"706",56,18,"female","2","Question_12",0.911
"707",57,18,"female","1","Question_12",0.854
"708",58,18,"female","2","Question_12",0.754
"709",59,18,"female","1","Question_12",0.964
"710",60,18,"female","2","Question_12",0.896
"711",61,21,"male","1","Question_12",0.964
"712",62,19,"male","2","Question_12",0.964
"713",63,18,"female","1","Question_12",0.921
"714",64,18,"female","2","Question_12",0.818
"715",65,18,"female","1","Question_12",0.889
"716",1,24,"female","1","Question_13",0.892
"717",2,23,"male","2","Question_13",0.887
"718",3,19,"female","1","Question_13",0.816
"719",4,22,"male","2","Question_13",0.826
"720",5,39,"female","1","Question_13",0.675
"721",6,22,"female","2","Question_13",0.877
"722",7,22,"male","1","Question_13",0.852
"723",8,36,"female","2","Question_13",0.821
"724",9,29,"male","1","Question_13",0.897
"725",10,22,"female","2","Question_13",0.884
"726",11,18,"female","1","Question_13",0.912
"727",12,22,"female","2","Question_13",0.813
"728",13,23,"male","1","Question_13",0.849
"729",14,32,"female","2","Question_13",0.689
"730",15,22,"female","1","Question_13",0.917
"731",16,38,"female","2","Question_13",0.842
"732",17,25,"female","1","Question_13",0.733
"733",18,33,"female","2","Question_13",0.786
"734",19,22,"female","1","Question_13",0.967
"735",20,23,"male","2","Question_13",0.714
"736",21,32,"female","1","Question_13",0.835
"737",22,33,"female","2","Question_13",0.685
"738",23,31,"male","1","Question_13",0.939
"739",24,23,"female","2","Question_13",0.86
"740",25,20,"male","1","Question_13",0.871
"741",26,25,"female","2","Question_13",0.969
"742",27,20,"male","1","Question_13",0.849
"743",28,26,"male","2","Question_13",0.792
"744",29,18,"female","1","Question_13",0.917
"745",30,19,"female","2","Question_13",0.828
"746",31,18,"female","1","Question_13",0.942
"747",32,22,"female","2","Question_13",0.892
"748",33,24,"female","1","Question_13",0.867
"749",34,22,"male","2","Question_13",0.711
"750",35,20,"female","1","Question_13",0.967
"751",36,18,"female","2","Question_13",0.705
"752",37,27,"female","1","Question_13",0.793
"753",38,19,"female","2","Question_13",0.874
"754",39,20,"female","1","Question_13",0.914
"755",40,19,"female","2","Question_13",0.746
"756",41,18,"female","1","Question_13",0.885
"757",42,19,"female","2","Question_13",0.854
"758",43,20,"female","1","Question_13",0.79
"759",44,18,"female","2","Question_13",0.926
"760",45,18,"male","1","Question_13",0.784
"761",46,24,"female","2","Question_13",0.816
"762",47,18,"female","1","Question_13",0.591
"763",48,18,"female","2","Question_13",0.827
"764",49,22,"female","1","Question_13",0.942
"765",50,22,"female","2","Question_13",0.842
"766",51,20,"female","1","Question_13",0.925
"767",52,22,"male","2","Question_13",0.728
"768",53,18,"female","1","Question_13",0.885
"769",54,18,"female","2","Question_13",0.854
"770",55,18,"female","1","Question_13",0.919
"771",56,18,"female","2","Question_13",0.836
"772",57,18,"female","1","Question_13",0.717
"773",58,18,"female","2","Question_13",0.53
"774",59,18,"female","1","Question_13",0.895
"775",60,18,"female","2","Question_13",0.926
"776",61,21,"male","1","Question_13",0.894
"777",62,19,"male","2","Question_13",0.833
"778",63,18,"female","1","Question_13",0.878
"779",64,18,"female","2","Question_13",0.728
"780",65,18,"female","1","Question_13",0.763
"781",1,24,"female","1","Question_14",0.881
"782",2,23,"male","2","Question_14",0.82
"783",3,19,"female","1","Question_14",0.79
"784",4,22,"male","2","Question_14",0.818
"785",5,39,"female","1","Question_14",0.75
"786",6,22,"female","2","Question_14",0.882
"787",7,22,"male","1","Question_14",0.699
"788",8,36,"female","2","Question_14",0.705
"789",9,29,"male","1","Question_14",0.78
"790",10,22,"female","2","Question_14",0.741
"791",11,18,"female","1","Question_14",0.799
"792",12,22,"female","2","Question_14",0.794
"793",13,23,"male","1","Question_14",0.888
"794",14,32,"female","2","Question_14",0.837
"795",15,22,"female","1","Question_14",0.833
"796",16,38,"female","2","Question_14",0.868
"797",17,25,"female","1","Question_14",0.661
"798",18,33,"female","2","Question_14",0.698
"799",19,22,"female","1","Question_14",0.811
"800",20,23,"male","2","Question_14",0.918
"801",21,32,"female","1","Question_14",0.718
"802",22,33,"female","2","Question_14",0.829
"803",23,31,"male","1","Question_14",0.798
"804",24,23,"female","2","Question_14",0.789
"805",25,20,"male","1","Question_14",0.801
"806",26,25,"female","2","Question_14",0.894
"807",27,20,"male","1","Question_14",0.814
"808",28,26,"male","2","Question_14",0.817
"809",29,18,"female","1","Question_14",0.784
"810",30,19,"female","2","Question_14",0.513
"811",31,18,"female","1","Question_14",0.892
"812",32,22,"female","2","Question_14",0.713
"813",33,24,"female","1","Question_14",0.693
"814",34,22,"male","2","Question_14",0.762
"815",35,20,"female","1","Question_14",0.711
"816",36,18,"female","2","Question_14",0.69
"817",37,27,"female","1","Question_14",0.678
"818",38,19,"female","2","Question_14",0.653
"819",39,20,"female","1","Question_14",0.747
"820",40,19,"female","2","Question_14",0.569
"821",41,18,"female","1","Question_14",0.676
"822",42,19,"female","2","Question_14",0.828
"823",43,20,"female","1","Question_14",0.77
"824",44,18,"female","2","Question_14",0.883
"825",45,18,"male","1","Question_14",0.653
"826",46,24,"female","2","Question_14",0.785
"827",47,18,"female","1","Question_14",0.72
"828",48,18,"female","2","Question_14",0.812
"829",49,22,"female","1","Question_14",0.788
"830",50,22,"female","2","Question_14",0.712
"831",51,20,"female","1","Question_14",0.835
"832",52,22,"male","2","Question_14",0.74
"833",53,18,"female","1","Question_14",0.756
"834",54,18,"female","2","Question_14",0.726
"835",55,18,"female","1","Question_14",0.899
"836",56,18,"female","2","Question_14",0.833
"837",57,18,"female","1","Question_14",0.651
"838",58,18,"female","2","Question_14",0.796
"839",59,18,"female","1","Question_14",0.84
"840",60,18,"female","2","Question_14",0.783
"841",61,21,"male","1","Question_14",0.826
"842",62,19,"male","2","Question_14",0.79
"843",63,18,"female","1","Question_14",0.896
"844",64,18,"female","2","Question_14",0.795
"845",65,18,"female","1","Question_14",0.817
"846",1,24,"female","1","Question_15",0.802
"847",2,23,"male","2","Question_15",0.778
"848",3,19,"female","1","Question_15",0.592
"849",4,22,"male","2","Question_15",0.862
"850",5,39,"female","1","Question_15",0.604
"851",6,22,"female","2","Question_15",0.762
"852",7,22,"male","1","Question_15",0.721
"853",8,36,"female","2","Question_15",0.591
"854",9,29,"male","1","Question_15",0.78
"855",10,22,"female","2","Question_15",0.799
"856",11,18,"female","1","Question_15",0.56
"857",12,22,"female","2","Question_15",0.803
"858",13,23,"male","1","Question_15",0.728
"859",14,32,"female","2","Question_15",0.906
"860",15,22,"female","1","Question_15",0.722
"861",16,38,"female","2","Question_15",0.697
"862",17,25,"female","1","Question_15",0.655
"863",18,33,"female","2","Question_15",0.572
"864",19,22,"female","1","Question_15",0.523
"865",20,23,"male","2","Question_15",0.726
"866",21,32,"female","1","Question_15",0.645
"867",22,33,"female","2","Question_15",0.631
"868",23,31,"male","1","Question_15",0.797
"869",24,23,"female","2","Question_15",0.692
"870",25,20,"male","1","Question_15",0.664
"871",26,25,"female","2","Question_15",0.832
"872",27,20,"male","1","Question_15",0.727
"873",28,26,"male","2","Question_15",0.67
"874",29,18,"female","1","Question_15",0.596
"875",30,19,"female","2","Question_15",0.549
"876",31,18,"female","1","Question_15",0.819
"877",32,22,"female","2","Question_15",0.822
"878",33,24,"female","1","Question_15",0.696
"879",34,22,"male","2","Question_15",0.666
"880",35,20,"female","1","Question_15",0.56
"881",36,18,"female","2","Question_15",0.639
"882",37,27,"female","1","Question_15",0.685
"883",38,19,"female","2","Question_15",0.599
"884",39,20,"female","1","Question_15",0.51
"885",40,19,"female","2","Question_15",0.521
"886",41,18,"female","1","Question_15",0.552
"887",42,19,"female","2","Question_15",0.633
"888",43,20,"female","1","Question_15",0.644
"889",44,18,"female","2","Question_15",0.72
"890",45,18,"male","1","Question_15",0.64
"891",46,24,"female","2","Question_15",0.843
"892",47,18,"female","1","Question_15",0.802
"893",48,18,"female","2","Question_15",0.599
"894",49,22,"female","1","Question_15",0.638
"895",50,22,"female","2","Question_15",0.475
"896",51,20,"female","1","Question_15",0.915
"897",52,22,"male","2","Question_15",0.649
"898",53,18,"female","1","Question_15",0.491
"899",54,18,"female","2","Question_15",0.657
"900",55,18,"female","1","Question_15",0.852
"901",56,18,"female","2","Question_15",0.661
"902",57,18,"female","1","Question_15",0.58
"903",58,18,"female","2","Question_15",0.809
"904",59,18,"female","1","Question_15",0.694
"905",60,18,"female","2","Question_15",0.564
"906",61,21,"male","1","Question_15",0.685
"907",62,19,"male","2","Question_15",0.668
"908",63,18,"female","1","Question_15",0.593
"909",64,18,"female","2","Question_15",0.628
"910",65,18,"female","1","Question_15",0.766
"911",1,24,"female","1","Question_16",0.854
"912",2,23,"male","2","Question_16",0.907
"913",3,19,"female","1","Question_16",0.868
"914",4,22,"male","2","Question_16",0.784
"915",5,39,"female","1","Question_16",0.658
"916",6,22,"female","2","Question_16",0.917
"917",7,22,"male","1","Question_16",0.806
"918",8,36,"female","2","Question_16",0.669
"919",9,29,"male","1","Question_16",0.844
"920",10,22,"female","2","Question_16",0.711
"921",11,18,"female","1","Question_16",0.878
"922",12,22,"female","2","Question_16",0.885
"923",13,23,"male","1","Question_16",0.864
"924",14,32,"female","2","Question_16",0.59
"925",15,22,"female","1","Question_16",0.844
"926",16,38,"female","2","Question_16",0.914
"927",17,25,"female","1","Question_16",0.842
"928",18,33,"female","2","Question_16",0.81
"929",19,22,"female","1","Question_16",0.695
"930",20,23,"male","2","Question_16",0.895
"931",21,32,"female","1","Question_16",0.805
"932",22,33,"female","2","Question_16",0.853
"933",23,31,"male","1","Question_16",0.86
"934",24,23,"female","2","Question_16",0.823
"935",25,20,"male","1","Question_16",0.843
"936",26,25,"female","2","Question_16",0.937
"937",27,20,"male","1","Question_16",0.894
"938",28,26,"male","2","Question_16",0.825
"939",29,18,"female","1","Question_16",0.895
"940",30,19,"female","2","Question_16",0.565
"941",31,18,"female","1","Question_16",0.93
"942",32,22,"female","2","Question_16",0.68
"943",33,24,"female","1","Question_16",0.901
"944",34,22,"male","2","Question_16",0.886
"945",35,20,"female","1","Question_16",0.752
"946",36,18,"female","2","Question_16",0.813
"947",37,27,"female","1","Question_16",0.886
"948",38,19,"female","2","Question_16",0.825
"949",39,20,"female","1","Question_16",0.631
"950",40,19,"female","2","Question_16",0.587
"951",41,18,"female","1","Question_16",0.765
"952",42,19,"female","2","Question_16",0.788
"953",43,20,"female","1","Question_16",0.936
"954",44,18,"female","2","Question_16",0.834
"955",45,18,"male","1","Question_16",0.808
"956",46,24,"female","2","Question_16",0.888
"957",47,18,"female","1","Question_16",0.781
"958",48,18,"female","2","Question_16",0.856
"959",49,22,"female","1","Question_16",0.789
"960",50,22,"female","2","Question_16",0.788
"961",51,20,"female","1","Question_16",0.88
"962",52,22,"male","2","Question_16",0.752
"963",53,18,"female","1","Question_16",0.716
"964",54,18,"female","2","Question_16",0.826
"965",55,18,"female","1","Question_16",0.981
"966",56,18,"female","2","Question_16",0.77
"967",57,18,"female","1","Question_16",0.775
"968",58,18,"female","2","Question_16",0.734
"969",59,18,"female","1","Question_16",0.827
"970",60,18,"female","2","Question_16",0.811
"971",61,21,"male","1","Question_16",0.744
"972",62,19,"male","2","Question_16",0.871
"973",63,18,"female","1","Question_16",0.912
"974",64,18,"female","2","Question_16",0.703
"975",65,18,"female","1","Question_16",0.77
"976",1,24,"female","1","Question_17",1
"977",2,23,"male","2","Question_17",0.899
"978",3,19,"female","1","Question_17",0.662
"979",4,22,"male","2","Question_17",0.753
"980",5,39,"female","1","Question_17",0.899
"981",6,22,"female","2","Question_17",0.955
"982",7,22,"male","1","Question_17",0.864
"983",8,36,"female","2","Question_17",0.854
"984",9,29,"male","1","Question_17",0.944
"985",10,22,"female","2","Question_17",0.854
"986",11,18,"female","1","Question_17",1
"987",12,22,"female","2","Question_17",0.944
"988",13,23,"male","1","Question_17",0.899
"989",14,32,"female","2","Question_17",1
"990",15,22,"female","1","Question_17",0.899
"991",16,38,"female","2","Question_17",0.909
"992",17,25,"female","1","Question_17",0.864
"993",18,33,"female","2","Question_17",0.955
"994",19,22,"female","1","Question_17",0.955
"995",20,23,"male","2","Question_17",0.955
"996",21,32,"female","1","Question_17",0.909
"997",22,33,"female","2","Question_17",0.955
"998",23,31,"male","1","Question_17",0.899
"999",24,23,"female","2","Question_17",0.854
"1000",25,20,"male","1","Question_17",0.753
"1001",26,25,"female","2","Question_17",0.955
"1002",27,20,"male","1","Question_17",0.753
"1003",28,26,"male","2","Question_17",0.808
"1004",29,18,"female","1","Question_17",0.843
"1005",30,19,"female","2","Question_17",0.899
"1006",31,18,"female","1","Question_17",0.955
"1007",32,22,"female","2","Question_17",0.955
"1008",33,24,"female","1","Question_17",0.899
"1009",34,22,"male","2","Question_17",0.899
"1010",35,20,"female","1","Question_17",0.662
"1011",36,18,"female","2","Question_17",0.697
"1012",37,27,"female","1","Question_17",0.753
"1013",38,19,"female","2","Question_17",0.843
"1014",39,20,"female","1","Question_17",0.808
"1015",40,19,"female","2","Question_17",0.707
"1016",41,18,"female","1","Question_17",0.763
"1017",42,19,"female","2","Question_17",0.909
"1018",43,20,"female","1","Question_17",0.909
"1019",44,18,"female","2","Question_17",0.899
"1020",45,18,"male","1","Question_17",0.899
"1021",46,24,"female","2","Question_17",0.843
"1022",47,18,"female","1","Question_17",0.843
"1023",48,18,"female","2","Question_17",1
"1024",49,22,"female","1","Question_17",1
"1025",50,22,"female","2","Question_17",0.854
"1026",51,20,"female","1","Question_17",1
"1027",52,22,"male","2","Question_17",0.53
"1028",53,18,"female","1","Question_17",0.808
"1029",54,18,"female","2","Question_17",0.687
"1030",55,18,"female","1","Question_17",1
"1031",56,18,"female","2","Question_17",0.843
"1032",57,18,"female","1","Question_17",0.818
"1033",58,18,"female","2","Question_17",0.818
"1034",59,18,"female","1","Question_17",1
"1035",60,18,"female","2","Question_17",0.864
"1036",61,21,"male","1","Question_17",0.854
"1037",62,19,"male","2","Question_17",0.854
"1038",63,18,"female","1","Question_17",1
"1039",64,18,"female","2","Question_17",0.808
"1040",65,18,"female","1","Question_17",0.899
"1041",1,24,"female","1","Question_18",0.962
"1042",2,23,"male","2","Question_18",0.906
"1043",3,19,"female","1","Question_18",0.714
"1044",4,22,"male","2","Question_18",0.889
"1045",5,39,"female","1","Question_18",0.868
"1046",6,22,"female","2","Question_18",0.923
"1047",7,22,"male","1","Question_18",0.868
"1048",8,36,"female","2","Question_18",0.923
"1049",9,29,"male","1","Question_18",0.962
"1050",10,22,"female","2","Question_18",0.885
"1051",11,18,"female","1","Question_18",0.944
"1052",12,22,"female","2","Question_18",0.944
"1053",13,23,"male","1","Question_18",0.906
"1054",14,32,"female","2","Question_18",0.812
"1055",15,22,"female","1","Question_18",0.791
"1056",16,38,"female","2","Question_18",0.923
"1057",17,25,"female","1","Question_18",0.889
"1058",18,33,"female","2","Question_18",0.808
"1059",19,22,"female","1","Question_18",0.752
"1060",20,23,"male","2","Question_18",0.868
"1061",21,32,"female","1","Question_18",0.906
"1062",22,33,"female","2","Question_18",0.846
"1063",23,31,"male","1","Question_18",0.906
"1064",24,23,"female","2","Question_18",0.697
"1065",25,20,"male","1","Question_18",0.718
"1066",26,25,"female","2","Question_18",0.944
"1067",27,20,"male","1","Question_18",0.829
"1068",28,26,"male","2","Question_18",0.795
"1069",29,18,"female","1","Question_18",0.791
"1070",30,19,"female","2","Question_18",0.885
"1071",31,18,"female","1","Question_18",0.906
"1072",32,22,"female","2","Question_18",0.829
"1073",33,24,"female","1","Question_18",0.868
"1074",34,22,"male","2","Question_18",0.829
"1075",35,20,"female","1","Question_18",0.791
"1076",36,18,"female","2","Question_18",0.868
"1077",37,27,"female","1","Question_18",0.829
"1078",38,19,"female","2","Question_18",0.885
"1079",39,20,"female","1","Question_18",0.829
"1080",40,19,"female","2","Question_18",0.658
"1081",41,18,"female","1","Question_18",0.774
"1082",42,19,"female","2","Question_18",0.846
"1083",43,20,"female","1","Question_18",0.944
"1084",44,18,"female","2","Question_18",0.885
"1085",45,18,"male","1","Question_18",0.906
"1086",46,24,"female","2","Question_18",0.829
"1087",47,18,"female","1","Question_18",0.774
"1088",48,18,"female","2","Question_18",0.868
"1089",49,22,"female","1","Question_18",0.962
"1090",50,22,"female","2","Question_18",0.774
"1091",51,20,"female","1","Question_18",0.923
"1092",52,22,"male","2","Question_18",0.812
"1093",53,18,"female","1","Question_18",0.85
"1094",54,18,"female","2","Question_18",0.868
"1095",55,18,"female","1","Question_18",1
"1096",56,18,"female","2","Question_18",0.868
"1097",57,18,"female","1","Question_18",0.889
"1098",58,18,"female","2","Question_18",0.923
"1099",59,18,"female","1","Question_18",0.944
"1100",60,18,"female","2","Question_18",0.962
"1101",61,21,"male","1","Question_18",0.962
"1102",62,19,"male","2","Question_18",0.962
"1103",63,18,"female","1","Question_18",0.923
"1104",64,18,"female","2","Question_18",0.735
"1105",65,18,"female","1","Question_18",0.944
